CustomerID,Gender,Age,State,TenureMonths,ContractType,PaymentMethod,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,TotalCharges,CustomerServiceCalls,Churn
2241,Female,46,Florida,28,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,139.75,3913.0,3,Yes
2242,Male,53,Pennsylvania,14,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,No,Yes,No,Yes,No,No,117.15,1640.1,1,Yes
2243,None,74,Michigan,3,One Year,Bank Transfer,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,90.35,271.05,2,Yes
2244,Male,21,Ohio,9,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,136.47,1228.23,2,No
2245,Male,69,Texas,9,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,41.69,375.21,2,Yes
2246,Female,46,California,28,Two Year,Electronic Check,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,104.17,2916.76,2,No
2247,Female,31,Texas,2,One Year,Credit Card,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Yes,107.32,214.64,3,Yes
2248,Male,25,Georgia,42,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,No,No,No,No,Yes,79.26,3328.92,2,No
2249,Male,42,Florida,34,One Year,Bank Transfer,Yes,Yes,DSL,No,Yes,Yes,No,No,No,Yes,102.67,3490.78,0,No
2250,Male,58,California,4,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,Yes,No,No,No,Yes,No,111.2,444.8,2,Yes
2251,Female,43,Michigan,30,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Yes,117.76,3532.8,1,No
2252,Female,67,Texas,26,Two Year,Mailed Check,No,No,DSL,No,Yes,Yes,Yes,No,No,No,66.78,1736.28,0,No
2253,Female,23,California,33,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,139.93,4617.69,3,Yes
2254,Female,44,Texas,5,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,105.4,527.0,1,Yes
2255,Female,26,Texas,4,Month-to-Month,Credit Card,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,102.53,410.12,3,No
2256,Male,50,New York,6,One Year,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,No,48.15,288.9,0,No
2257,Male,58,Michigan,10,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,No,Yes,144.28,1442.8,2,No
2258,Female,38,North Carolina,37,Month-to-Month,Credit Card,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Yes,124.13,4592.81,1,No
2259,Female,18,New York,32,Month-to-Month,Mailed Check,Yes,Yes,No,No,No,No,No,No,No,Yes,47.16,1509.12,1,No
2260,Female,47,New York,62,One Year,Electronic Check,Yes,No,DSL,No,No,Yes,No,No,Yes,No,85.16,5279.92,2,No
2261,Female,51,Pennsylvania,1,Month-to-Month,Electronic Check,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,123.4,,2,Yes
2262,Male,51,Texas,1,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,41.76,,2,Yes
2263,Female,63,California,28,Month-to-Month,Credit Card,Yes,No,DSL,No,No,No,No,No,No,Yes,61.79,1730.12,2,No
2264,Female,28,Michigan,7,Month-to-Month,Credit Card,No,No,No,No,No,No,No,No,No,Yes,20.0,140.0,1,No
2265,Male,55,Texas,9,Month-to-Month,Bank Transfer,No,No,No,No,No,No,No,No,No,No,20.0,180.0,1,Yes
2266,Female,62,Texas,18,Month-to-Month,Electronic Check,Yes,Yes,DSL,Yes,No,No,No,No,Yes,Yes,103.38,1860.84,2,Yes
2267,Female,18,New York,2,Month-to-Month,Electronic Check,Yes,No,DSL,No,Yes,No,No,No,No,Yes,83.55,167.1,0,Yes
2268,Male,49,Pennsylvania,24,Two Year,Electronic Check,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,Yes,118.38,2841.12,5,Yes
2269,Male,37,California,9,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,Yes,Yes,Yes,No,No,116.94,1052.46,3,Yes
2270,Male,43,California,24,Month-to-Month,Credit Card,Yes,No,No,No,No,No,No,No,No,No,34.76,834.24,3,No
2271,Female,50,Florida,43,Two Year,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,No,Yes,No,103.47,4449.21,0,No
2272,Male,37,Ohio,4,One Year,Bank Transfer,Yes,Yes,DSL,No,No,Yes,No,No,No,Yes,100.73,402.92,1,No
2273,Female,34,Texas,64,One Year,Bank Transfer,Yes,No,Fiber Optic,Yes,No,No,No,Yes,Yes,Yes,118.14,7560.96,0,No
2274,Female,45,New York,18,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Yes,105.74,1903.32,0,No
2275,Male,28,Pennsylvania,61,Month-to-Month,Mailed Check,Yes,Yes,DSL,No,Yes,No,Yes,No,No,No,106.01,6466.61,3,Yes
2276,Female,28,North Carolina,5,One Year,Credit Card,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Yes,101.22,506.1,1,Yes
2277,Female,55,Florida,22,One Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,No,No,No,No,Yes,94.7,2083.4,2,No
2278,Male,27,California,12,Month-to-Month,Credit Card,Yes,No,DSL,No,No,Yes,No,No,Yes,Yes,84.08,1008.96,1,No
2279,Male,54,Pennsylvania,35,Month-to-Month,Electronic Check,No,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,80.23,2808.05,0,Yes
2280,Female,51,Georgia,22,Two Year,Electronic Check,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,87.8,1931.6,4,Yes
2281,Female,19,California,16,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,118.55,1896.8,2,No
2282,Male,34,New York,58,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,Yes,No,Yes,No,No,113.09,6559.22,3,No
2283,Male,62,California,11,Month-to-Month,Mailed Check,Yes,No,DSL,No,Yes,No,Yes,No,No,No,92.0,1012.0,0,No
2284,Male,30,California,5,Two Year,Bank Transfer,Yes,No,Fiber Optic,No,Yes,Yes,Yes,No,No,Yes,116.38,581.9,1,No
2285,Female,38,Pennsylvania,22,Two Year,Mailed Check,Yes,No,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,123.02,2706.44,3,No
2286,Male,51,Florida,23,One Year,Mailed Check,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,117.81,2709.63,2,Yes
2287,Female,56,North Carolina,13,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,Yes,No,No,Yes,No,Yes,104.19,1354.47,5,Yes
2288,Female,41,Illinois,16,Month-to-Month,Mailed Check,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,118.37,1893.92,0,No
2289,Male,36,New York,72,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,145.2,10454.4,2,No
2290,Female,66,New York,31,One Year,Electronic Check,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,Yes,117.06,3628.86,0,No
2291,Male,71,Pennsylvania,2,One Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,30.52,61.04,5,Yes
2292,Female,59,California,5,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,136.82,684.1,0,No
2293,Male,46,North Carolina,72,Month-to-Month,Credit Card,Yes,No,DSL,No,No,No,Yes,No,No,Yes,82.81,5962.32,6,No
2294,Female,32,Michigan,31,One Year,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,46.33,1436.23,0,Yes
2295,Female,32,Texas,59,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,No,148.31,8750.29,2,No
2296,Male,52,California,8,Month-to-Month,Mailed Check,Yes,No,No,No,No,No,No,No,No,No,39.3,314.4,2,No
2297,Male,51,California,32,Month-to-Month,Mailed Check,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,No,115.02,3680.64,3,Yes
2298,Male,66,Ohio,30,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,Yes,Yes,No,Yes,126.79,3803.7,3,Yes
2299,Male,54,Ohio,8,Two Year,Electronic Check,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,No,122.72,981.76,1,Yes
2300,Female,22,North Carolina,19,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,117.74,2237.06,5,Yes
2301,Female,60,Georgia,23,Two Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,21.75,500.25,3,Yes
2302,Male,30,New York,15,Month-to-Month,Mailed Check,No,No,Fiber Optic,No,No,No,No,No,Yes,No,77.51,1162.65,0,No
2303,Female,39,Illinois,42,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,121.18,5089.56,1,No
2304,Female,48,Ohio,42,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,Yes,Yes,Yes,94.94,3987.48,4,Yes
2305,Female,74,Pennsylvania,45,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,Yes,No,No,No,Yes,Yes,112.17,5047.65,3,Yes
2306,Male,80,New York,39,Month-to-Month,Credit Card,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,119.08,4644.12,2,No
2307,Male,54,Ohio,16,Month-to-Month,Credit Card,Yes,No,DSL,No,Yes,No,Yes,No,No,Yes,83.51,1336.16,2,No
2308,Male,42,Pennsylvania,11,Month-to-Month,Mailed Check,Yes,No,DSL,Yes,No,No,No,Yes,Yes,Yes,99.15,1090.65,4,No
2309,Female,53,Ohio,42,Two Year,Bank Transfer,Yes,No,DSL,Yes,No,No,Yes,No,No,Yes,89.7,3767.4,1,No
2310,Male,58,Illinois,16,One Year,Mailed Check,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,91.54,1464.64,2,Yes
2311,Male,40,Ohio,6,One Year,Credit Card,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,119.61,717.66,0,No
2312,Male,71,Ohio,16,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,Yes,No,Yes,100.92,1614.72,2,No
2313,Female,48,Pennsylvania,3,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,No,125.68,377.04,2,No
2314,Male,52,Ohio,28,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,Yes,No,No,Yes,No,No,No,105.09,2942.52,4,Yes
2315,Male,54,New York,9,Two Year,Bank Transfer,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,No,120.23,1082.07,0,No
2316,Male,51,Texas,7,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,No,29.29,205.03,3,No
2317,Male,57,California,72,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,No,No,No,Yes,No,No,95.37,6866.64,3,Yes
2318,Female,35,Pennsylvania,36,One Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,No,37.05,1333.8,1,No
2319,Male,36,Illinois,37,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,Yes,No,Yes,No,No,Yes,116.55,4312.35,1,No
2320,Male,28,Michigan,23,Two Year,Bank Transfer,Yes,No,DSL,No,No,No,Yes,No,No,Yes,83.75,1926.25,0,No
2321,Female,51,Florida,43,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,113.05,4861.15,2,Yes
2322,Male,56,New York,34,Month-to-Month,Credit Card,Yes,Yes,DSL,No,No,No,Yes,No,No,Yes,92.42,3142.28,2,No
2323,Male,51,Texas,21,One Year,Electronic Check,Yes,No,DSL,Yes,No,Yes,Yes,No,No,Yes,98.56,2069.76,0,No
2324,Female,70,California,72,Month-to-Month,Bank Transfer,No,No,DSL,No,No,No,No,Yes,No,No,50.33,3623.76,2,No
2325,Male,44,Georgia,5,Month-to-Month,Credit Card,Yes,No,Fiber Optic,No,No,Yes,Yes,No,No,No,111.96,559.8,2,Yes
2326,Male,55,Texas,68,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,No,No,Yes,69.84,4749.12,4,Yes
2327,Male,28,Illinois,12,One Year,Credit Card,Yes,No,Fiber Optic,No,No,No,No,No,No,Yes,89.97,1079.64,1,Yes
2328,Female,39,Ohio,18,Two Year,Bank Transfer,No,No,No,No,No,No,No,No,No,Yes,20.0,360.0,4,No
2329,Female,55,New York,3,One Year,Mailed Check,Yes,Yes,Fiber Optic,Yes,No,No,Yes,No,No,No,130.72,392.16,0,No
2330,Female,57,North Carolina,18,Two Year,Electronic Check,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,No,108.09,1945.62,3,Yes
2331,Female,40,New York,22,Month-to-Month,Mailed Check,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Yes,118.48,2606.56,2,No
2332,Male,43,Florida,72,Month-to-Month,Credit Card,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,No,110.12,7928.64,2,No
2333,Male,22,North Carolina,72,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,No,Yes,Yes,105.01,7560.72,0,Yes
2334,Female,39,North Carolina,72,One Year,Bank Transfer,No,No,Fiber Optic,No,No,No,Yes,Yes,No,Yes,91.65,6598.8,2,No
2335,Female,58,Texas,10,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,Yes,Yes,No,122.22,1222.2,1,Yes
2336,Male,53,California,72,One Year,Electronic Check,Yes,No,DSL,No,No,No,No,No,Yes,No,85.95,6188.4,1,No
2337,Female,52,California,14,One Year,Bank Transfer,Yes,No,DSL,No,No,No,No,No,Yes,Yes,90.07,1260.98,2,Yes
2338,Male,45,Florida,45,Two Year,Electronic Check,Yes,No,No,No,No,No,No,No,No,Yes,29.32,1319.4,2,No
2339,Male,45,Michigan,5,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,117.47,587.35,3,Yes
2340,Male,35,Pennsylvania,16,Month-to-Month,Mailed Check,Yes,Yes,No,No,No,No,No,No,No,Yes,53.57,857.12,1,Yes
2341,Male,55,Florida,72,Month-to-Month,Mailed Check,No,No,No,No,No,No,No,No,No,No,20.0,1440.0,3,Yes
2342,Female,51,North Carolina,70,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,No,39.82,2787.4,4,No
2343,Female,52,New York,27,Two Year,Credit Card,Yes,No,DSL,No,Yes,Yes,No,No,Yes,No,95.78,2586.06,2,Yes
2344,Male,37,Florida,38,Month-to-Month,Electronic Check,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Yes,117.77,4475.26,1,No
2345,Male,18,Michigan,4,Two Year,Mailed Check,Yes,No,DSL,No,No,No,No,No,No,No,64.93,259.72,2,No
2346,Female,61,North Carolina,30,Two Year,Mailed Check,Yes,No,No,No,No,No,No,No,No,Yes,32.8,984.0,3,No
2347,Male,37,North Carolina,23,One Year,Mailed Check,Yes,No,DSL,No,No,No,No,No,Yes,No,88.8,2042.4,2,Yes
2348,Female,32,Pennsylvania,2,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,113.69,227.38,2,Yes
2349,Male,55,Georgia,2,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,26.19,52.38,4,Yes
2350,Female,39,Texas,2,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,48.35,96.7,2,Yes
2351,Male,60,Illinois,30,Month-to-Month,Mailed Check,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,Yes,117.24,3517.2,3,No
2352,Male,54,Michigan,3,Month-to-Month,Bank Transfer,Yes,No,DSL,Yes,No,Yes,No,No,No,No,78.19,234.57,2,Yes
2353,Male,55,Florida,15,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,Yes,No,No,Yes,No,99.66,1494.9,3,Yes
2354,Male,24,Georgia,10,One Year,Electronic Check,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,139.76,1397.6,2,No
2355,Male,63,Pennsylvania,19,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,43.1,818.9,4,Yes
2356,Female,48,California,29,Month-to-Month,Electronic Check,No,No,No,No,No,No,No,No,No,No,20.0,580.0,1,No
2357,Male,39,Georgia,27,Month-to-Month,Electronic Check,Yes,No,DSL,No,Yes,No,No,No,No,Yes,83.5,2254.5,1,Yes
2358,Male,47,Texas,17,Two Year,Mailed Check,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,94.78,1611.26,3,No
2359,Female,18,Illinois,14,One Year,Mailed Check,Yes,Yes,Fiber Optic,No,No,Yes,No,No,No,Yes,115.29,1614.06,0,No
2360,Female,51,California,12,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,No,114.75,1377.0,0,No
2361,Female,29,Michigan,47,One Year,Bank Transfer,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Yes,112.9,5306.3,3,No
2362,Female,24,Florida,9,One Year,Credit Card,Yes,No,Fiber Optic,No,No,No,No,Yes,No,No,100.2,901.8,1,Yes
2363,Male,22,Texas,7,Two Year,Credit Card,Yes,No,No,No,No,No,No,No,No,No,29.06,203.42,3,No
2364,Female,61,California,32,Month-to-Month,Credit Card,Yes,Yes,No,No,No,No,No,No,No,Yes,41.2,1318.4,0,No
2365,Female,35,Michigan,10,Two Year,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,No,115.37,1153.7,3,Yes
2366,Female,68,Ohio,45,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,Yes,Yes,No,Yes,No,No,124.42,5598.9,3,Yes
2367,Male,36,Georgia,9,Two Year,Credit Card,Yes,Yes,DSL,No,Yes,No,No,Yes,Yes,No,127.43,1146.87,2,No
2368,Male,19,Pennsylvania,29,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,123.2,3572.8,2,Yes
2369,Male,28,New York,1,Two Year,Electronic Check,Yes,No,DSL,Yes,Yes,No,No,No,No,Yes,94.45,,2,Yes
2370,Female,63,California,11,Two Year,Mailed Check,Yes,Yes,DSL,Yes,No,No,Yes,No,No,Yes,112.12,1233.32,2,No
2371,Female,42,Pennsylvania,10,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Yes,106.75,1067.5,1,Yes
2372,Female,36,Texas,40,Two Year,Credit Card,Yes,No,Fiber Optic,No,Yes,No,No,No,No,No,97.51,3900.4,1,No
2373,Male,47,Michigan,72,Month-to-Month,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,28.45,2048.4,1,Yes
2374,Female,52,Georgia,14,Month-to-Month,Bank Transfer,No,No,No,No,No,No,No,No,No,Yes,20.0,280.0,0,Yes
2375,Female,61,New York,41,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,Yes,136.07,5578.87,2,No
2376,Male,66,Texas,28,Two Year,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,Yes,116.85,3271.8,1,No
2377,Female,39,Georgia,72,Month-to-Month,Bank Transfer,Yes,No,DSL,No,Yes,No,No,No,No,No,77.57,5585.04,3,Yes
2378,Male,25,California,39,One Year,Mailed Check,Yes,Yes,Fiber Optic,No,No,No,No,Yes,No,No,120.87,4713.93,2,No
2379,Female,38,Texas,1,One Year,Bank Transfer,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,112.7,,2,Yes
2380,Female,48,Texas,29,Two Year,Electronic Check,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,109.95,3188.55,0,No
2381,Female,30,Pennsylvania,18,One Year,Bank Transfer,Yes,No,DSL,No,Yes,No,Yes,No,No,No,85.1,1531.8,1,Yes
2382,Female,30,Georgia,1,Month-to-Month,Credit Card,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,No,No,142.94,,2,No
2383,Female,50,Florida,6,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Yes,108.16,648.96,2,Yes
2384,Female,44,California,61,Month-to-Month,Electronic Check,Yes,No,DSL,Yes,No,No,No,Yes,No,No,90.99,5550.39,1,Yes
2385,Male,45,New York,62,One Year,Electronic Check,Yes,No,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,142.98,8864.76,1,No
2386,Female,33,Georgia,38,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,Yes,No,No,No,Yes,73.09,2777.42,2,Yes
2387,Male,41,Texas,72,Month-to-Month,Electronic Check,Yes,Yes,Fiber Optic,No,No,No,No,No,No,Yes,111.78,8048.16,3,No
2388,Male,31,Texas,39,Two Year,Credit Card,Yes,Yes,Fiber Optic,No,No,Yes,No,No,Yes,No,125.24,4884.36,2,No
2389,Female,58,Michigan,1,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,No,No,No,No,72.97,,1,No
2390,Female,60,Michigan,8,One Year,Mailed Check,No,No,No,No,No,No,No,No,No,No,20.0,160.0,5,Yes
2391,Male,18,Michigan,1,Month-to-Month,Bank Transfer,Yes,Yes,No,No,No,No,No,No,No,Yes,44.7,,2,Yes
2392,Male,31,North Carolina,2,Month-to-Month,Mailed Check,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,144.41,288.82,1,No
2393,Male,22,Texas,5,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,No,Yes,No,Yes,No,110.76,553.8,1,No
2394,Male,35,Texas,16,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,No,No,No,No,No,No,Yes,95.2,1523.2,3,No
2395,Male,43,Florida,45,Two Year,Bank Transfer,Yes,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,137.53,6188.85,2,No
2396,Female,23,Florida,47,Month-to-Month,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,31.87,1497.89,2,Yes
2397,Male,31,Michigan,22,Month-to-Month,Electronic Check,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,90.31,1986.82,1,Yes
2398,Male,29,Georgia,63,One Year,Electronic Check,Yes,No,Fiber Optic,Yes,Yes,No,Yes,No,No,Yes,128.16,8074.08,1,No
2399,Male,48,Georgia,16,One Year,Mailed Check,Yes,Yes,No,No,No,No,No,No,No,Yes,40.92,654.72,3,No
2400,Female,46,Texas,52,One Year,Electronic Check,Yes,No,DSL,No,Yes,No,No,Yes,No,Yes,91.31,4748.12,3,Yes
2401,Male,34,Michigan,14,Two Year,Bank Transfer,Yes,Yes,DSL,No,Yes,No,No,No,No,Yes,95.94,1343.16,4,No
2402,Male,47,North Carolina,7,One Year,Credit Card,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Yes,102.02,714.14,2,No
2403,Male,36,None,59,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,No,No,Yes,No,No,82.63,4875.17,1,No
2404,Female,40,North Carolina,11,Two Year,Bank Transfer,Yes,No,DSL,No,No,No,No,No,No,Yes,70.15,771.65,2,Yes
2405,Female,70,Florida,16,Month-to-Month,Mailed Check,Yes,No,DSL,No,No,No,Yes,No,Yes,Yes,92.57,1481.12,0,No
2406,Male,65,California,9,Month-to-Month,Mailed Check,No,No,DSL,Yes,No,No,No,No,Yes,Yes,62.59,563.31,1,No
2407,Male,25,Ohio,26,Month-to-Month,Bank Transfer,Yes,Yes,DSL,No,No,No,No,No,Yes,No,93.64,2434.64,4,No
2408,Male,57,Ohio,72,Month-to-Month,Credit Card,Yes,No,Fiber Optic,Yes,No,No,Yes,Yes,Yes,Yes,125.88,9063.36,3,Yes
2409,Female,57,California,1,Month-to-Month,Electronic Check,No,No,No,No,No,No,No,No,No,Yes,20.0,,1,Yes
2410,Female,27,Florida,55,Month-to-Month,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,No,40.53,2229.15,2,Yes
2411,Male,57,Michigan,1,Month-to-Month,Bank Transfer,Yes,No,DSL,No,No,No,No,Yes,No,Yes,81.54,,1,No
2412,Male,68,Ohio,10,Two Year,Mailed Check,Yes,No,Fiber Optic,Yes,No,No,No,No,No,Yes,96.26,962.6,1,Yes
2413,Male,28,Georgia,4,Two Year,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,22.6,90.4,3,Yes
2414,Male,31,Texas,33,One Year,Electronic Check,Yes,Yes,No,No,No,No,No,No,No,Yes,46.8,1544.4,3,No
2415,Female,60,California,1,Two Year,Bank Transfer,Yes,No,No,No,No,No,No,No,No,Yes,33.5,,4,Yes
2416,Male,49,Florida,19,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,No,Yes,Yes,117.52,2232.88,1,No
2417,Male,53,Texas,8,Two Year,Credit Card,Yes,No,DSL,Yes,No,Yes,No,No,No,Yes,87.76,702.08,2,No
2418,Male,50,Texas,3,Month-to-Month,Mailed Check,No,No,DSL,No,Yes,No,Yes,Yes,Yes,No,84.2,252.6,0,No
2419,Female,50,Texas,35,Month-to-Month,Electronic Check,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,101.7,3559.5,0,No
2420,Female,25,Illinois,5,Month-to-Month,Bank Transfer,Yes,No,DSL,No,No,No,Yes,Yes,No,Yes,97.11,485.55,1,No
2421,Male,60,Florida,6,Month-to-Month,Electronic Check,No,No,No,No,No,No,No,No,No,Yes,20.0,120.0,2,Yes
2422,Male,62,North Carolina,7,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,Yes,No,No,No,Yes,92.66,648.62,2,No
2423,Male,41,Texas,21,Month-to-Month,Mailed Check,Yes,Yes,No,No,No,No,No,No,No,Yes,51.94,1090.74,2,Yes
2424,Female,44,New York,25,Month-to-Month,Mailed Check,Yes,No,Fiber Optic,No,No,No,No,Yes,Yes,Yes,105.57,2639.25,3,No
2425,Male,22,California,1,Month-to-Month,Bank Transfer,Yes,No,Fiber Optic,Yes,No,No,No,No,Yes,Yes,116.59,,2,Yes
2426,Female,52,Pennsylvania,6,Month-to-Month,Electronic Check,Yes,Yes,DSL,No,No,No,No,No,No,Yes,91.66,549.96,4,Yes
2427,Female,53,California,13,Two Year,Credit Card,Yes,Yes,DSL,No,No,No,No,No,No,No,89.02,1157.26,3,No
2428,Female,44,Michigan,9,Month-to-Month,Bank Transfer,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,119.98,1079.82,1,No
2429,Male,61,Georgia,51,Month-to-Month,Electronic Check,Yes,No,No,No,No,No,No,No,No,No,25.54,1302.54,2,Yes
2430,Female,39,Pennsylvania,37,One Year,Electronic Check,Yes,No,No,No,No,No,No,No,No,Yes,29.71,1099.27,0,No
2431,Female,53,California,23,Two Year,Electronic Check,Yes,No,DSL,No,No,No,Yes,No,No,Yes,88.76,2041.48,1,Yes
2432,Male,29,Illinois,9,Month-to-Month,Electronic Check,Yes,No,DSL,No,No,Yes,No,Yes,No,Yes,100.72,906.48,1,Yes
2433,Male,44,Georgia,28,Two Year,Bank Transfer,Yes,No,DSL,No,No,Yes,No,No,No,Yes,81.49,2281.72,0,No
